Mod:Item:MetaData, Localized Name
gregtech:gt.blockgranites:13, Mossy Red Granite Bricks
gregtech:gt.blockgranites:14, Chiseled Red Granite
gregtech:gt.blockgranites:15, Smooth Red Granit
gregtech:gt.block.longdistancepipe:0, Long Distance Fluid Pipeline Pipe
gregtech:gt.block.longdistancepipe:1, Long Distance Item Pipeline Pipe
gregtech:gt.blockconcretes:0, Dark Concrete
gregtech:gt.blockconcretes:1, Dark Concrete Cobblestone
gregtech:gt.blockconcretes:2, Mossy Dark Concrete Cobblestone
gregtech:gt.blockconcretes:3, Dark Concrete Bricks
gregtech:gt.blockconcretes:4, Cracked Dark Concrete Bricks
gregtech:gt.blockconcretes:5, Mossy Dark Concrete Bricks
gregtech:gt.blockconcretes:6, Chiseled Dark Concrete
gregtech:gt.blockconcretes:7, Smooth Dark Concrete
gregtech:gt.blockconcretes:8, Light Concrete
gregtech:gt.blockconcretes:9, Light Concrete Cobblestone
gregtech:gt.blockconcretes:10, Mossy Light Concrete Cobblestone
gregtech:gt.blockconcretes:11, Light Concrete Bricks
gregtech:gt.blockconcretes:12, Cracked Light Concrete Bricks
gregtech:gt.blockconcretes:13, Mossy Light Concrete Bricks
gregtech:gt.blockconcretes:14, Chiseled Light Concrete
gregtech:gt.blockconcretes:15, Smooth Light Concrete
gregtech:gt.blockstones:0, Marble
gregtech:gt.blockstones:1, Marble Cobblestone
gregtech:gt.blockstones:2, Mossy Marble Cobblestone
gregtech:gt.blockstones:3, Marble Bricks
gregtech:gt.blockstones:4, Cracked Marble Bricks
gregtech:gt.blockstones:5, Mossy Marble Bricks
gregtech:gt.blockstones:6, Chiseled Marble
gregtech:gt.blockstones:7, Smooth Marble
gregtech:gt.blockstones:8, Basalt
gregtech:gt.blockstones:9, Basalt Cobblestone
gregtech:gt.blockstones:10, Mossy Basalt Cobblestone
gregtech:gt.blockstones:11, Basalt Bricks
gregtech:gt.blockstones:12, Cracked Basalt Bricks
gregtech:gt.blockstones:13, Mossy Basalt Bricks
gregtech:gt.blockstones:14, Chiseled Basalt
gregtech:gt.blockstones:15, Smooth Basalt
gregtech:gt.blockores:0, Ore
gregtech:gt.blockframes:6, Lithium Frame Box
gregtech:gt.blockframes:8, Beryllium Frame Box
gregtech:gt.blockframes:10, Carbon Frame Box
gregtech:gt.blockframes:18, Magnesium Frame Box
gregtech:gt.blockframes:19, Aluminium Frame Box
gregtech:gt.blockframes:20, Raw Silicon Frame Box
gregtech:gt.blockframes:25, Potassium Frame Box
gregtech:gt.blockframes:27, Scandium Frame Box
gregtech:gt.blockframes:28, Titanium Frame Box
gregtech:gt.blockframes:29, Vanadium Frame Box
gregtech:gt.blockframes:30, Chrome Frame Box
gregtech:gt.blockframes:31, Manganese Frame Box
gregtech:gt.blockframes:32, Iron Frame Box
gregtech:gt.blockframes:33, Cobalt Frame Box
gregtech:gt.blockframes:34, Nickel Frame Box
gregtech:gt.blockframes:35, Copper Frame Box
gregtech:gt.blockframes:36, Zinc Frame Box
gregtech:gt.blockframes:37, Gallium Frame Box
gregtech:gt.blockframes:39, Arsenic Frame Box
gregtech:gt.blockframes:43, Rubidium Frame Box
gregtech:gt.blockframes:44, Strontium Frame Box
gregtech:gt.blockframes:45, Yttrium Frame Box
gregtech:gt.blockframes:47, Niobium Frame Box
gregtech:gt.blockframes:48, Molybdenum Frame Box
gregtech:gt.blockframes:52, Palladium Frame Box
gregtech:gt.blockframes:54, Silver Frame Box
gregtech:gt.blockframes:56, Indium Frame Box
gregtech:gt.blockframes:57, Tin Frame Box
gregtech:gt.blockframes:58, Antimony Frame Box
gregtech:gt.blockframes:59, Tellurium Frame Box
gregtech:gt.blockframes:62, Caesium Frame Box
gregtech:gt.blockframes:63, Barium Frame Box
gregtech:gt.blockframes:64, Lanthanum Frame Box
gregtech:gt.blockframes:65, Cerium Frame Box
gregtech:gt.blockframes:66, Praseodymium Frame Box
gregtech:gt.blockframes:67, Neodymium Frame Box
gregtech:gt.blockframes:68, Promethium Frame Box
gregtech:gt.blockframes:69, Samarium Frame Box
gregtech:gt.blockframes:70, Europium Frame Box
gregtech:gt.blockframes:71, Gadolinium Frame Box
gregtech:gt.blockframes:72, Terbium Frame Box
gregtech:gt.blockframes:73, Dysprosium Frame Box
gregtech:gt.blockframes:74, Holmium Frame Box
gregtech:gt.blockframes:75, Erbium Frame Box
gregtech:gt.blockframes:76, Thulium Frame Box
gregtech:gt.blockframes:77, Ytterbium Frame Box
gregtech:gt.blockframes:78, Lutetium Frame Box
gregtech:gt.blockframes:80, Tantalum Frame Box
gregtech:gt.blockframes:81, Tungsten Frame Box
gregtech:gt.blockframes:83, Osmium Frame Box
gregtech:gt.blockframes:84, Iridium Frame Box
gregtech:gt.blockframes:85, Platinum Frame Box
gregtech:gt.blockframes:86, Gold Frame Box
gregtech:gt.blockframes:89, Lead Frame Box
gregtech:gt.blockframes:90, Bismuth Frame Box
gregtech:gt.blockframes:96, Thorium Frame Box
gregtech:gt.blockframes:97, Uranium 235 Frame Box
gregtech:gt.blockframes:98, Uranium 238 Frame Box
gregtech:gt.blockframes:100, Plutonium 239 Frame Box
gregtech:gt.blockframes:101, Plutonium 241 Frame Box
gregtech:gt.blockframes:103, Americium Frame Box
gregtech:gt.blockframes:111, Purified Tengam Frame Box
gregtech:gt.blockframes:112, Attuned Tengam Frame Box
gregtech:gt.blockframes:125, Hellish Metal Frame Box
gregtech:gt.blockframes:129, Neutronium Frame Box
gregtech:gt.blockframes:131, Superconductor Base UIV Frame Box
gregtech:gt.blockframes:132, Netherite Frame Box
gregtech:gt.blockframes:134, Superconductor Base UMV Frame Box
gregtech:gt.blockframes:139, Universium Frame Box
gregtech:gt.blockframes:141, Eternity Frame Box
gregtech:gt.blockframes:143, Magmatter Frame Box
gregtech:gt.blockframes:147, Six-Phased Copper Frame Box
gregtech:gt.blockframes:148, Mellion Frame Box
gregtech:gt.blockframes:149, Creon Frame Box
gregtech:gt.blockframes:153, Hot Proto-Halkonite Steel Frame Box
gregtech:gt.blockframes:154, Proto-Halkonite Steel Frame Box
gregtech:gt.blockframes:156, Hot Exo-Halkonite Steel Frame Box
gregtech:gt.blockframes:157, Exo-Halkonite Steel Frame Box
gregtech:gt.blockframes:163, Prismatic Naquadah Frame Box
gregtech:gt.blockframes:174, Hexanite Frame Box
gregtech:gt.blockframes:189, Shijima Frame Box
gregtech:gt.blockframes:190, Churitsu Frame Box
gregtech:gt.blockframes:201, Manasteel Frame Box
gregtech:gt.blockframes:202, Terrasteel Frame Box
gregtech:gt.blockframes:203, Elven Elementium Frame Box
gregtech:gt.blockframes:205, Gaia Spirit Frame Box
gregtech:gt.blockframes:206, Livingwood Frame Box
gregtech:gt.blockframes:207, Dreamwood Frame Box
gregtech:gt.blockframes:300, Bronze Frame Box
gregtech:gt.blockframes:301, Brass Frame Box
gregtech:gt.blockframes:302, Invar Frame Box
gregtech:gt.blockframes:303, Electrum Frame Box
gregtech:gt.blockframes:304, Wrought Iron Frame Box
gregtech:gt.blockframes:305, Steel Frame Box
gregtech:gt.blockframes:306, Stainless Steel Frame Box
gregtech:gt.blockframes:307, Pig Iron Frame Box
gregtech:gt.blockframes:308, Red Alloy Frame Box
gregtech:gt.blockframes:309, Blue Alloy Frame Box
gregtech:gt.blockframes:310, Cupronickel Frame Box
gregtech:gt.blockframes:311, Nichrome Frame Box
gregtech:gt.blockframes:312, Kanthal Frame Box
gregtech:gt.blockframes:313, Magnalium Frame Box
gregtech:gt.blockframes:314, Soldering Alloy Frame Box
gregtech:gt.blockframes:315, Battery Alloy Frame Box
gregtech:gt.blockframes:316, Tungstensteel Frame Box
gregtech:gt.blockframes:317, Osmiridium Frame Box
gregtech:gt.blockframes:318, Sunnarium Frame Box
gregtech:gt.blockframes:319, Adamantium Frame Box
gregtech:gt.blockframes:320, Fluxed Electrum Frame Box
gregtech:gt.blockframes:321, Enderium Frame Box
gregtech:gt.blockframes:323, Infused Gold Frame Box
gregtech:gt.blockframes:324, Naquadah Frame Box
gregtech:gt.blockframes:325, Naquadah Alloy Frame Box
gregtech:gt.blockframes:326, Enriched Naquadah Frame Box
gregtech:gt.blockframes:327, Naquadria Frame Box
gregtech:gt.blockframes:328, Duranium Frame Box
gregtech:gt.blockframes:329, Tritanium Frame Box
gregtech:gt.blockframes:330, Thaumium Frame Box
gregtech:gt.blockframes:331, Mithril Frame Box
gregtech:gt.blockframes:333, Astral Silver Frame Box
gregtech:gt.blockframes:334, Black Steel Frame Box
gregtech:gt.blockframes:335, Damascus Steel Frame Box
gregtech:gt.blockframes:336, Shadow Iron Frame Box
gregtech:gt.blockframes:337, Shadow Steel Frame Box
gregtech:gt.blockframes:338, Ironwood Frame Box
gregtech:gt.blockframes:339, Steeleaf Frame Box
gregtech:gt.blockframes:340, Meteoric Iron Frame Box
gregtech:gt.blockframes:341, Meteoric Steel Frame Box
gregtech:gt.blockframes:342, Deep Dark Iron Frame Box
gregtech:gt.blockframes:343, Cobalt Brass Frame Box
gregtech:gt.blockframes:344, Ultimet Frame Box
gregtech:gt.blockframes:345, Annealed Copper Frame Box
gregtech:gt.blockframes:346, Fiery Steel Frame Box
gregtech:gt.blockframes:348, Red Steel Frame Box
gregtech:gt.blockframes:349, Blue Steel Frame Box
gregtech:gt.blockframes:350, Sterling Silver Frame Box
gregtech:gt.blockframes:351, Rose Gold Frame Box
gregtech:gt.blockframes:352, Black Bronze Frame Box
gregtech:gt.blockframes:353, Bismuth Bronze Frame Box
gregtech:gt.blockframes:354, Magnetic Iron Frame Box
gregtech:gt.blockframes:355, Magnetic Steel Frame Box
gregtech:gt.blockframes:356, Magnetic Neodymium Frame Box
gregtech:gt.blockframes:357, Vanadium-Gallium Frame Box
gregtech:gt.blockframes:358, Yttrium Barium Cuprate Frame Box
gregtech:gt.blockframes:359, Niobium Nitride Frame Box
gregtech:gt.blockframes:360, Niobium-Titanium Frame Box
gregtech:gt.blockframes:361, Chromium Dioxide Frame Box
gregtech:gt.blockframes:362, Knightmetal Frame Box
gregtech:gt.blockframes:363, Tin Alloy Frame Box
gregtech:gt.blockframes:364, Dark Steel Frame Box
gregtech:gt.blockframes:365, Electrical Steel Frame Box
gregtech:gt.blockframes:366, Energetic Alloy Frame Box
gregtech:gt.blockframes:367, Vibrant Alloy Frame Box
gregtech:gt.blockframes:368, Shadow Metal Frame Box
gregtech:gt.blockframes:369, Conductive Iron Frame Box
gregtech:gt.blockframes:370, Tungstencarbide Frame Box
gregtech:gt.blockframes:371, Vanadiumsteel Frame Box
gregtech:gt.blockframes:372, HSS-G Frame Box
gregtech:gt.blockframes:373, HSS-E Frame Box
gregtech:gt.blockframes:374, HSS-S Frame Box
gregtech:gt.blockframes:378, Pulsating Iron Frame Box
gregtech:gt.blockframes:379, Soularium Frame Box
gregtech:gt.blockframes:380, Enderium Base Frame Box
gregtech:gt.blockframes:381, Redstone Alloy Frame Box
gregtech:gt.blockframes:382, Ardite Frame Box
gregtech:gt.blockframes:383, Reinforced Frame Box
gregtech:gt.blockframes:384, Galgadorian Frame Box
gregtech:gt.blockframes:385, Enhanced Galgadorian Frame Box
gregtech:gt.blockframes:386, Manyullyn Frame Box
gregtech:gt.blockframes:387, Mytryl Frame Box
gregtech:gt.blockframes:388, Black Plutonium Frame Box
gregtech:gt.blockframes:389, Callisto Ice Frame Box
gregtech:gt.blockframes:390, Ledox Frame Box
gregtech:gt.blockframes:391, Quantium Frame Box
gregtech:gt.blockframes:392, Duralumin Frame Box
gregtech:gt.blockframes:393, Oriharukon Frame Box
gregtech:gt.blockframes:394, Infinity Catalyst Frame Box
gregtech:gt.blockframes:395, Bedrockium Frame Box
gregtech:gt.blockframes:397, Infinity Frame Box
gregtech:gt.blockframes:398, Mysterious Crystal Frame Box
gregtech:gt.blockframes:399, Magnetic Samarium Frame Box
gregtech:gt.blockframes:400, Obzinite Frame Box
gregtech:gt.blockframes:401, End Steel Frame Box
gregtech:gt.blockframes:402, Clay Compound Frame Box
gregtech:gt.blockframes:403, Crystalline Alloy Frame Box
gregtech:gt.blockframes:404, Melodic Alloy Frame Box
gregtech:gt.blockframes:405, Stellar Alloy Frame Box
gregtech:gt.blockframes:406, Crystalline Pink Slime Frame Box
gregtech:gt.blockframes:407, Energetic Silver Frame Box
gregtech:gt.blockframes:408, Vivid Alloy Frame Box
gregtech:gt.blockframes:470, Epoxid Frame Box
gregtech:gt.blockframes:471, Silicone Rubber Frame Box
gregtech:gt.blockframes:472, Polycaprolactam (PCL) Frame Box
gregtech:gt.blockframes:473, Polytetrafluoroethylene (PTFE) Frame Box
gregtech:gt.blockframes:485, Alduorite Frame Box
gregtech:gt.blockframes:488, Rubracium Frame Box
gregtech:gt.blockframes:489, Vulcanite Frame Box
gregtech:gt.blockframes:521, Force Frame Box
gregtech:gt.blockframes:529, Vinteum Frame Box
gregtech:gt.blockframes:576, TPV-Alloy Frame Box
gregtech:gt.blockframes:581, Transcendent Metal Frame Box
gregtech:gt.blockframes:582, Enriched Holmium Frame Box
gregtech:gt.blockframes:583, Magnetohydrodynamically Constrained Star Matter Frame Box
gregtech:gt.blockframes:585, White Dwarf Matter Frame Box
gregtech:gt.blockframes:586, Black Dwarf Matter Frame Box
gregtech:gt.blockframes:588, SpaceTime Frame Box
gregtech:gt.blockframes:599, Polybenzimidazole (PBI) Frame Box
gregtech:gt.blockframes:610, Fiber-Reinforced Epoxy Resin Frame Box
gregtech:gt.blockframes:611, Borosilicate Glass Frame Box
gregtech:gt.blockframes:613, Nickel-Zinc Ferrite Frame Box
gregtech:gt.blockframes:631, Polyphenylene Sulfide (PPS) Frame Box
gregtech:gt.blockframes:635, Styrene-Butadiene Rubber (SBR) Frame Box
gregtech:gt.blockframes:636, Polystyrene (PS) Frame Box
gregtech:gt.blockframes:649, Polyvinyl Chloride (PVC) Frame Box
gregtech:gt.blockframes:765, Kevlar Frame Box
gregtech:gt.blockframes:770, Endium Frame Box
gregtech:gt.blockframes:772, Nickel Aluminide Frame Box
gregtech:gt.blockframes:804, Obsidian Frame Box
gregtech:gt.blockframes:809, Wood Frame Box
gregtech:gt.blockframes:829, Deep Iron Frame Box
gregtech:gt.blockframes:856, Silicon Solar Grade (Poly SI) Frame Box
gregtech:gt.blockframes:868, Trinium Frame Box
gregtech:gt.blockframes:874, Polyethylene (PE) Frame Box
gregtech:gt.blockframes:880, Rubber Frame Box
gregtech:gt.blockframes:884, Desh Frame Box
gregtech:gt.blockframes:889, Sealed Wood Frame Box
gregtech:gt.blockframes:912, Chrysotile Frame Box
gregtech:gt.blockframes:913, Realgar Frame Box
gregtech:gt.blockframes:951, Vyroxeres Frame Box
gregtech:gt.blockframes:952, Ceruclase Frame Box
gregtech:gt.blockframes:956, Tartarite Frame Box
gregtech:gt.blockframes:966, Orichalcum Frame Box
gregtech:gt.blockframes:970, Void Metal Frame Box
gregtech:gt.blockframes:974, Superconductor Base UEV Frame Box
gregtech:gt.blockframes:975, Draconium Frame Box
gregtech:gt.blockframes:976, Awakened Draconium Frame Box
gregtech:gt.blockframes:977, Blood Infused Iron Frame Box
gregtech:gt.blockframes:978, Ichorium Frame Box
gregtech:gt.blockframes:979, Radox Polymer Frame Box
gregtech:gt.blockframes:980, Gallium Arsenide Frame Box
gregtech:gt.blockframes:981, Indium Gallium Phosphide Frame Box
gregtech:gt.blockframes:982, Cosmic Neutronium Frame Box
gregtech:gt.blockframes:984, Flerovium Frame Box
gregtech:gt.blockframes:985, Superconductor Base UHV Frame Box
gregtech:gt.blockframes:986, Superconductor Base UV Frame Box
gregtech:gt.blockframes:987, Superconductor Base MV Frame Box
gregtech:gt.blockframes:988, Superconductor Base HV Frame Box
gregtech:gt.blockframes:989, Superconductor Base EV Frame Box
gregtech:gt.blockframes:990, Superconductor Base IV Frame Box
gregtech:gt.blockframes:991, Superconductor Base LuV Frame Box
gregtech:gt.blockframes:992, Superconductor Base ZPM Frame Box
gregtech:gt.blockglass1:0, Chemical Grade Glass
gregtech:gt.blockglass1:1, Electron-Permeable Neutronium Coated Glass
gregtech:gt.blockglass1:2, Omni-Purpose Infinity Fused Glass
gregtech:gt.blockglass1:3, Non-Photonic Matter Exclusion Glass
gregtech:gt.blockglass1:4, Hawking Radiation Realignment Focus
gregtech:gt.blockglass1:5, Nanite Shielding Glass
gregtech:gt.blockglass1:6, Chamber Grate
gregtech:gt.blockglass1:7, Exo-Foundry Containment Glass
gregtech:gt.blockglass1:8, Nanochip Complex Glass
gregtech:gt.blockglass1:9, Electromagnetic Waveguide
gregtech:gt.blocktintedglass:0, Tinted Industrial Glass (White)
gregtech:gt.blocktintedglass:1, Tinted Industrial Glass (Light Gray)
gregtech:gt.blocktintedglass:2, Tinted Industrial Glass (Gray)
gregtech:gt.blocktintedglass:3, Tinted Industrial Glass (Black)
gregtech:gt.laserplate, Laser Resistant Plate
gregtech:gt.dronerenderer, Drone Renderer
gregtech:gt.wormholerenderer, Wormhole Renderer
gregtech:gt.blackholerenderer, Black Hole Renderer
gregtech:gt.nanoforgerenderer, Nano Forge Renderer
gregtech:gt.blockores2:0, Empty Ore
gregtech:gt.blockores2:6, Lithium Ore
gregtech:gt.blockores2:1006, Lithium Ore
gregtech:gt.blockores2:2006, Lithium Ore
gregtech:gt.blockores2:8, Beryllium Ore
gregtech:gt.blockores2:1008, Beryllium Ore
gregtech:gt.blockores2:2008, Beryllium Ore
gregtech:gt.blockores2:10, Carbon Ore
gregtech:gt.blockores2:1010, Carbon Ore
gregtech:gt.blockores2:2010, Carbon Ore
gregtech:gt.blockores2:18, Magnesium Ore
gregtech:gt.blockores2:1018, Magnesium Ore
gregtech:gt.blockores2:2018, Magnesium Ore
gregtech:gt.blockores2:19, Aluminium Ore
gregtech:gt.blockores2:1019, Aluminium Ore
gregtech:gt.blockores2:2019, Aluminium Ore
gregtech:gt.blockores2:20, Raw Silicon Ore
gregtech:gt.blockores2:1020, Raw Silicon Ore
gregtech:gt.blockores2:2020, Raw Silicon Ore
gregtech:gt.blockores2:22, Sulfur Ore
gregtech:gt.blockores2:1022, Sulfur Ore
gregtech:gt.blockores2:2022, Sulfur Ore
gregtech:gt.blockores2:27, Scandium Ore
gregtech:gt.blockores2:1027, Scandium Ore
gregtech:gt.blockores2:2027, Scandium Ore
gregtech:gt.blockores2:28, Titanium Ore
gregtech:gt.blockores2:1028, Titanium Ore
gregtech:gt.blockores2:2028, Titanium Ore
gregtech:gt.blockores2:29, Vanadium Ore
gregtech:gt.blockores2:1029, Vanadium Ore
gregtech:gt.blockores2:2029, Vanadium Ore
gregtech:gt.blockores2:30, Chrome Ore
gregtech:gt.blockores2:1030, Chrome Ore
gregtech:gt.blockores2:2030, Chrome Ore
gregtech:gt.blockores2:31, Manganese Ore
gregtech:gt.blockores2:1031, Manganese Ore
gregtech:gt.blockores2:2031, Manganese Ore
gregtech:gt.blockores2:32, Iron Ore
gregtech:gt.blockores2:1032, Iron Ore
gregtech:gt.blockores2:2032, Iron Ore
gregtech:gt.blockores2:33, Cobalt Ore
gregtech:gt.blockores2:1033, Cobalt Ore
gregtech:gt.blockores2:2033, Cobalt Ore
gregtech:gt.blockores2:34, Nickel Ore
gregtech:gt.blockores2:1034, Nickel Ore
gregtech:gt.blockores2:2034, Nickel Ore
gregtech:gt.blockores2:35, Copper Ore
gregtech:gt.blockores2:1035, Copper Ore
gregtech:gt.blockores2:2035, Copper Ore
gregtech:gt.blockores2:36, Zinc Ore
gregtech:gt.blockores2:1036, Zinc Ore
gregtech:gt.blockores2:2036, Zinc Ore
gregtech:gt.blockores2:37, Gallium Ore
gregtech:gt.blockores2:1037, Gallium Ore
gregtech:gt.blockores2:2037, Gallium Ore
gregtech:gt.blockores2:39, Arsenic Ore
gregtech:gt.blockores2:1039, Arsenic Ore
gregtech:gt.blockores2:2039, Arsenic Ore
gregtech:gt.blockores2:43, Rubidium Ore
gregtech:gt.blockores2:1043, Rubidium Ore
gregtech:gt.blockores2:2043, Rubidium Ore
gregtech:gt.blockores2:44, Strontium Ore
